SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID,"Exemplar Product 
(Use)",,,
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Trialysis Slim,PH241020041317,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Custom,PH241020041119,,,,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Others,Other Pharma,Syringe,PH210310041004,,,,Vacutainer tubes
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Non-PVC Extension Sets,PH230100041009,,,,Vacutainer tubes
MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - COMBOS,10ml,PH210230041181,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Securement,Statlock - Other,Statlock - Other,PH230205241494,,,,Veritor assays
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,PowerPICC Solo,PH241020041343,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System LVP Pump,Groshong PICC,PH230600141226,,,,Hypak for Antico
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Quadfuse Extension Sets,PH230100041013,,,,Vacutainer tubes
MED,MDS,Hazardous Drug Solutions,Pharmacy Solutions,All Other Pharmacy Solutions,All Other Pharmacy Solutions,PH212600041352,,,,Purewick canister & tubing
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,CSE Trays,PH210700041308,,,,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Hypodermic Non Product,Conv Hypo Adj/Exp,PH210230041094,,,"BU confirms, accounting term",
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,ISO Med Prep (Blunt Needles-Filter Straw),ISO Med Prep (Blunt Needles-Filter Straw),PH210700041353,,,,Plastipak
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,MDS - MedStation,PH230500141000,,, Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,MB+,PH241020041018,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Groshong PICC,PH241020041086,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Other,PH230600141202,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max_SOLO FT,PH241020041313,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Filters,PH230600141151,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,Port Accessories_Standalone,PH231040041020,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System PC Unit,PCU 8015,PH230600141164,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,CK_Non-specialty,PH241020041056,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System LVP Pump License,Guardrails software,PH230600141162,,,,SOFTWARE
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_SV,PH241020041008,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max_SOLO HF,PH241020041340,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,Custom,PH241020041052,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max+_Provena FT,PH241020041290,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Max_Non-specialty,PH241020041362,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Max_Non-specialty,PH241020041348,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_HF,PH241020041006,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max_FT,PH241020041286,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Non-Sterile Multi-purpose Needles,PH210700041290,,,,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,ASV Extension Sets,PH230100041003,,,,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Syringe,Syringe,PH230600341056,,,,Safety LOK (Safety Wingset)
MED,MMS,CME,Service,CME Service,Serv Lab/Fixed Price,PH230600441116,,,"BU confirms, accounting term",
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Chemo,Chemotherapy,PH230100041201,,,,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Full_NXT Clear,PH241020041081,,,,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Sharps Accessories,Patient Room Products,PH210240041403,,,,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,IR_Non-specialty,PH241020041063,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_APPAS,PH241020041115,,,,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Accessories,GSD Accessories - Specialty Non-Chemo,Urology/Irrigation,PH230100041182,,,,Vacutainer tubes
MED,MMS,Alaris System,POC Systems,Alaris System Systems Manager,Server Applications,PH230600141215,,,,Veritor assays
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Blood,PH230600141148,,,,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA MaxPlus,IVA Extension Sets - MaxPlus,MaxPlus Opaque,PH230100041213,,,,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC,PowerPICC,CK_HF,PH241020041275,,,,Safety LOK (Safety Wingset)
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,SUP - Supply station,PH230500141000,,, Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,Midlines,PowerGlide ST,Basic,PH241020041013,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,CK_Non-specialty,PH241020041349,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Per-Q-Cath,Custom,PH241020041031,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Dressing,Securis,Securis,PH230205241499,,,,ChloraPrep
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Sterile Multi-purpose Needles,PH210700041293,,,,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,CORNWALL SYRINGES,PH210230041097,,,,Plastipak
MED,MMS,Alaris System,POC Systems,Alaris System PC Unit License,Guardrails software,PH230600141168,,,,SOFTWARE
MED,MDS,Advanced Access Devices,Midlines,PowerGlide ST,Max Barrier,PH241020041049,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Half-No Drip Chamber,PH230600141133,,,,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Sharps Accessories,ACCESSORIES,PH230300041747,,,,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Max_Non-specialty,PH241020041068,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PerqCath / Poly RAD / Hohn,PerqCath / Poly RAD / Hohn,PH241020041087,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Full_Non-specialty,PH241020041057,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Nexus Pump,CC Nexus-S,PH230600341147,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,CK_Non-specialty,PH241020041345,,,,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Accessories,IVA Accessories - Other Accessories,Vial Access Device,PH230100041211,,,,Vacutainer tubes
MED,PS,PS Safety,Demo Kit,Ultrasafe,Passive Plunger Rod Color,PH210330041195,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - HCW Safety,Needles w/ Safety Anesthesia Connectors,Safety SAC Slip SYR,PH210700041356,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,IR_FT,PH241020041091,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Burette,PH230600341044,,,,Safety LOK (Safety Wingset)
MED,PS,SAIS,Others,Operating expenses SAIS,Operating expenses SAIS,PH210320041150,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC,IR_SV,PH241020041094,,,,Safety LOK (Safety Wingset)
MED,PS,PS Services,PFS,PFS Services RA,Others,PH210350041001,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GW LVP Sets,Burette,PH230600341036,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,IR_SOLO FT,PH241020041097,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Custom,PH241020041114,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Support Materials,PH230600141209,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max_SV,PH241020041288,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Full_SOLO HF,PH241020041303,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,Pain Management Trays,PH210700041314,,,,Safety LOK (Safety Wingset)
MED,PS,PS Services,Other Services,Other Services filling and assembly,Others,PH210350041010,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,IR_Non-specialty,PH241020041066,,,,Safety LOK (Safety Wingset)
MED,MMS,CME,POC Systems,CME Syringe Pumps,CME T34 series,PH230600441109,,,,Purewick device
MED,MMS,Alaris Plus,DI Inst,Alaris Plus Accessories - DI Inst,Legacy Inst,PH230600341087,,,,Purewick device
MED,MDS,Vascular Prep,Skin Prep,Persist,Persist,PH230205241462,,,,ChloraPrep
MED,MDS,Advanced Access Devices,Midlines,Provena,Full,PH241020041039,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Full_SV,PH241020041285,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Accessories,Site Rite 8 Accessories,PH241030041023,,,,Purewick canister & tubing
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,RMT- Remote w temp control,PH230500141000,,, Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GH Pump,GH,PH230600341072,,,,Purewick device
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,SE,PH230600341090,,,"BU confirms, accounting term",
MED,MDS,MDS Direct Non-Allocated,DO NOT USE - MDS Placeholder for data entry error,DO NOT USE - MDS Placeholder for data entry error,DO NOT USE - MDS Placeholder for data entry error,PH242100041000,,,"BU confirms, accounting term",
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Non-Chemo,ICU,PH230100041204,,,,Vacutainer tubes
MED,MDS,Hazardous Drug Solutions,Rapid Detection,Collection Kits,Collection Kits,PH212600041363,,,,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,IR_Non-specialty,PH241020041347,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Groshong,Basic,PH241020041038,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,BasicCE,PH241020041123,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System Accessories - POC,ACCESSORIES,PH230300041895,,,,Veritor device
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,RCRA Waste Collectors,Multi-use One Piece,PH210240041398,,,,Purewick canister & tubing
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,PAS - Pyxis Anesthesia,PH230500141000,,, Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro Cue,Full,PH241020041025,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,IntermediateCE,PH241020041044,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Custom,PH241020041120,,,,Safety LOK (Safety Wingset)
MED,MDS,Hazardous Drug Solutions,Facilimix,Facilimix,Facilimix,PH212600041384,,,,Veritor device
MED,PS,PS Services,Other Services,Other Services Testing,Others,PH210350041009,,,"BU confirms, accounting term",
MED,MMS,CME,POC Systems,CME BODYGARD C VISION,Drug Infusion,PH230600441112,,,,Purewick device
MED,MMS,Alaris System,Service,Alaris System Service Parts,Directions for Use (DFU),PH230600141192,,,"BU confirms, accounting term",
MED,MMS,Alaris System,POC Systems,Alaris System Syringe Pump,Drug Infusion,PH230600141176,,,,Purewick device
MED,MMS,IV Solutions,IV Fluids,IV Fluids - FreeFlex,Sterile Water,PH230100041174,,,,ChloraPrep
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Pharmaceutical Waste Collectors,Multi-use One Piece,PH210240041393,,,,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,CK_Non-specialty,PH241020041065,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus PK Nexus Pump,PK Nexus,PH230600341157,,,,Purewick device
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GP Nexus Pump,GP Nexus,PH230600341149,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,IR_SOLO HF,PH241020041098,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,FullCE,PH241020041111,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,CK_FT,PH241020041294,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_APPAS,PH241020041113,,,,Safety LOK (Safety Wingset)
MED,PS,PS Services,ADDS,ADDS Services MA,Others,PH210350041006,,,"BU confirms, accounting term",
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - SYRINGE ONLY,Syringe Only,PH210230041168,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Max_Small Patient,PH241020041059,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,EZ Huber_Standalone,PH231040041018,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerMe,Y Connection,PH241020041105,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,Other,PH210700041313,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Other Anesthesia Products,Spinal Introducer-SSU&BNS,PH210700041334,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,IR_Non-specialty,PH241020041074,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GP Pump,GP,PH230600341073,,,,Purewick device
MED,MMS,Alaris System,POC Systems,Alaris System Syringe License,Guardrails software,PH230600141175,,,,SOFTWARE
MED,MMS,Alaris System,POC Systems,Alaris System PC Unit License,Guardrails software,PH230600141169,,,,SOFTWARE
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc EZ_Standalone,PH241020041005,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,Custom,PH241020041042,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Full_Non-specialty,PH241020041346,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus CC Syringe Sets,Primary Admin-15mcrn,PH230600341025,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Full_HF,PH241020041280,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Other Anesthesia Products,Sterile Catheter&TBA,PH210700041335,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,CK_FT,PH241020041009,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - HCW Safety,Needles w/ Safety Anesthesia Connectors,Spinal Needle w/ SAC,PH210700041322,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Kits and Sets,Epidural,PH210700041297,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,TBD_TBD (Power PICC),PH241020041291,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro Cue,Basic,PH241020041051,,,,Safety LOK (Safety Wingset)
MED,MMS,CME,POC Systems,CME NIKI pumps,NIKI,PH230600441128,,,,Purewick device
MED,MMS,Alaris System,POC Systems,Alaris System PCA Pump,Drug Infusion,PH230600141171,,,,Purewick device
MED,MDS,Advanced Access Devices,Midlines,PowerMe,S Connection,PH241020041104,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Flexxicon,PH241020041318,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,Spinal Trays (Safety Container),PH210700041317,,,,Safety LOK (Safety Wingset)
MED,MMS,Medbank,Medbank,Medbank - Other,Medbank - Other,PH230500841000,,,,Pyxis
MED,MDS,Vascular Access Technologies,Sherlock,Sherlock Sensors - ISALES,Sherlock Sensors,PH241030041022,,,,Powerport
MED,MMS,Alaris Plus,DI Inst,Alaris Plus Accessories - DI Inst,Stands,PH230600341004,,,,Purewick device
MED,MMS,IV Prep,BD IV Prep,IV Prep - Other,IV Prep - Other,PH214200041003,,,,Purewick device
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Syringe Adapter,PH230600341052,,,,Safety LOK (Safety Wingset)
MED,MMS,Pyxis Inventory Connect,Pyxis Inventory Connect,Pyxis Inventory Connect - Other,Pyxis Inventory Connect software,PH214300041000,,,,SOFTWARE
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Non-Sterile Disposable Needles,PH210700041289,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Full_Non-specialty,PH241020041099,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Software,Alaris System SMS,POC Applications,PH230600141240,,,,SOFTWARE
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump,GW 800,PH230600341074,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Basic_SOLO HF,PH241020041293,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Pump,CC,PH230600341066,,,,Purewick device
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Amanda Port Stabilizer,PH241020041117,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Full_SOLO FT,PH241020041302,,,,Safety LOK (Safety Wingset)
MED,PS,PS Services,ADDS,ADDS Services RA,Others,PH210350041005,,,"BU confirms, accounting term",
MED,MMS,CME,CME - PC Adjustment,CME - PC Adjustment,CME - PC Adjustment,PH230600441122,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Max_Small Patient,PH241020041069,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System EtCO2,Monitoring,PH230600141173,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,PowerPICC,IR_HF,PH241020041092,,,,Safety LOK (Safety Wingset)
MED,MMS,CME,POC Systems,CME VET Pumps,Drug Infusion,PH230600441130,,,,Purewick device
MED,MMS,Alaris Plus,POC Systems,Alaris Plus PK Pump,PK,PH230600341112,,,,Purewick device
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,Max Barrier,PH241020041045,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,Basic,PH241020041034,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW BASE-02,PH230600341068,,,,Purewick device
MED,MDS,Gravity and Syringe Delivery,GSD Accessories,GSD Accessories - Other Add-on,Pediatrics,PH230100041177,,,,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Max_Small Patient,PH241020041075,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Consoles - ISALES,Site Rite 8 Consoles,PH241030041002,,,,Purewick device
MED,MMS,Alaris System,POC Systems,Alaris System PCA License,Guardrails software,PH230600141170,,,,SOFTWARE
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Primary Admin,PH230600341019,,,,Safety LOK (Safety Wingset)
MED,MMS,ROWA Hospital,ROWA Hospital,ROWA Hospital - Other,ROWA Hospital - Other,PH230500641005,,,,ROWA Vmax 160
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Full_Non-specialty,PH241020041356,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max_HF,PH241020041095,,,,Safety LOK (Safety Wingset)
MED,MMS,Parata,Parata,Parata - Other,Parata - Other,PH230501141000,,,,ROWA Vmax 160
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Probes,Site Rite 8 Probes,PH241030041004,,,,Powerport
MED,MMS,Alaris Plus,POC Systems,Alaris Plus VP Pump,VP,PH230600341077,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC Other,PICC Accessories,Radstic,PH241020041267,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Full_NXT,PH241020041080,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Full_Non-specialty,PH241020041079,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Full_FT,PH241020041279,,,,Safety LOK (Safety Wingset)
MED,MDS,Hazardous Drug Solutions,Rapid Detection,Test Cartridges,Test Cartridges,PH212600041365,,,,Veritor assays
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Directions for Use (DFU),PH230600341085,,,"BU confirms, accounting term",
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,BD Recycleen,Multi-use One Piece,PH210240041376,,,,Purewick canister & tubing
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,SCB - Scrub,PH230500141000,,, Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,CNS-Consoles,PH230500141000,,, Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,IR_Small Patient,PH241020041064,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Filters,PH240113741081,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,CK_HF,PH241020041295,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Acute CVC,CentroVena Uncoated,Velocath,PH241020041351,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System EtCO2 License,Guardrails software,PH230600141160,,,,SOFTWARE
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,New - Struxure Guidewire,PH241020041316,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Services,Services Repair,Services Repair,PH241030041016,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Legacy Inst,PH230600341001,,,"BU confirms, accounting term",
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Accessories,Halcyon Accessories,PH241030041021,,,,Purewick canister & tubing
MED,MMS,ROWA PDC,ROWA PDC,ROWA PDC - Other,ROWA PDC - Other,PH230505541000,,,,ROWA Vmax 160
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Niagara Slimcath PC Ext,PH241020041324,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Sherlock,Sherlock Accessories,Sherlock Accessories,PH241030041018,,,,Purewick canister & tubing
MED,MMS,Alaris System,IV Pump Delivery,Alaris System Syringe Sets,Extension (PCA/SYP),PH230600141143,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Server Applications,PH230600141206,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_Amanda Port Stabilizer,PH241020041121,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Gemini,PH230600141195,,,"BU confirms, accounting term",
MED,MDS,Vascular Access Technologies,Prevue,Prevue Probes,Prevue II Probes,PH241030041012,,,,Powerport
MED,MDS,Vascular Access Technologies,Services,Services Warranty,Services Warranty,PH241030041017,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_FT,PH241020041088,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Poly Midline,Full,PH241020041035,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Prevue,Prevue Consoles - ISALES,Prevue II Consoles,PH241030041014,,,,Purewick device
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,DS,PH230600341070,,,,Purewick device
MED,MMS,ROWA Pouch Packaging Retail,ROWA Pouch Packaging Retail - Other,ROWA Pouch Packaging Retail - Other,ROWA Pouch Packaging Retail - Other,PH230500340000,,,,ROWA Vmax 160
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Basic_Non-specialty,PH241020041062,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Enteral Pump,Enteral,PH230600341126,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Prevue,Prevue Accessories,Prevue II Accessories,PH241030041011,,,,Purewick canister & tubing
MED,MMS,Alaris System,Service,Alaris System Service Parts,POC Applications,PH230600141204,,,"BU confirms, accounting term",
