SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID, Act Rev , Act Units ,COMMENTS,"Exemplar Product 
(Use)"
MED,PS,Prefillable Systems,Glass Container,Neopak,SCF Needle RNS XSi,PH210310041147," $3,496,768 "," 1,170,300 ",,Neopak
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,Primary Admin-15mcrn,PH230600441104," $3,904,668 "," 1,135,701 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Safety Catheter,Intima II Safety Catheter,PH210400041242," $3,834,043 "," 1,051,600 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Non-Chemo,Anesthesia,PH230100041202," $5,317,090 "," 1,050,350 ",,Vacutainer tubes
MED,MDS,Vascular Prep,Securement,Statlock - IV,Statlock IV Bulk Notsterile,PH230205241482," $2,670,803 "," 1,035,000 ",,Veritor assays
MED,PS,PS Safety,Component,Ultrasafe,Passive Finger Flange Grey,PH210330041181," $273,138 "," 986,592 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Accessories,GSD Accessories - Specialty Chemo,Chemotherapy,PH230100041178," $2,025,697 "," 972,110 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - COMBOS,10 ml,PH210230041148," $197,722 "," 961,992 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,Filters,PH230600441101," $7,119,761 "," 923,472 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Stopper,Stopper High Tier,NSCF,PH210310041114," $572,093 "," 922,001 ",,Vacutainer tubes
MED,MDS,IV Access,IVA MaxPlus,IVA Connectors - MaxPlus,MaxPlus Opaque,PH230100041212," $1,238,715 "," 896,900 ",,Vacutainer tubes
MED,PS,PS Safety,Component,Ultrasafe,Plus Passive Plunger Rod Grey,PH210330041193," $987,333 "," 862,500 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,OEM EZ Huber_Standalone,PH241020041004," $2,579,917 "," 853,833 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,Primary Admin,PH230600441103," $2,195,817 "," 847,881 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,Oncology,PH230600441129," $4,277,148 "," 818,790 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Syringe Sets,Enteral,PH230600341054," $866,620 "," 813,884 ",,Safety LOK (Safety Wingset)
MED,PS,PS Safety,Device,Ultrasafe,Manual device Clear,PH210330041199," $717,868 "," 810,000 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Component,PFS Other,Bulk Packaging,PH210310041047," $1,430,271 "," 804,730 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Angiocath Specials,Angiocath Specials,PH210400041195," $6,354,914 "," 803,722 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System Syringe Sets,Pressure Sense Disc,PH230600141144," $1,867,004 "," 799,300 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,IV Kits,PIV Start Kits,IV Start Pak,PH230205241443," $793,679 "," 798,652 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,AccuCath,AccuCath,PH231040041016," $32,316,438 "," 787,582 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Enteral Syringes - OTHER,ENTERAL ACCESSORIES,PH210230041085," $42,684 "," 782,458 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,2-Piece Conventional - SYRINGE ONLY,PH210230041009," $23,876 "," 777,000 ",,Plastipak
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Burette,PH230600141129," $5,456,588 "," 741,270 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Dressing,Obturators,Mandrin/Obturator,PH230205241448," $214,191 "," 730,558 ",,ChloraPrep
MED,MDS,IV Access,IVA Accessories,IVA Accessories - Connecta,Connecta Q-Syte,PH230100041108," $1,326,576 "," 713,750 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Insyte Catheters,Insyte N,PH210400041211," $902,389 "," 675,684 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Component,Sterifill Advance,Bulk Plunger Rod,PH210310041065," $276,605 "," 669,980 ",,Plastipak
MED,MMS,Alaris System,Service,Alaris System Service Parts,Field Svc Contract Parts,PH230600141193," $23,263,656 "," 663,473 ","BU confirms, accounting term",
MED,PS,Prefillable Systems,Glass Container,Neopak,SCF Needle NS,PH210310041145," $728,931 "," 576,000 ",,Neopak
MED,PS,PS Safety,Component,Ultrasafe,Plus Passive Finger Flange Color,PH210330041188," $261,901 "," 575,426 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Chemotherapy Waste Collectors,XL \ Large Sharps Collectors,PH210240041383," $10,309,680 "," 568,019 ",,Purewick canister & tubing
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GP LVP Sets,Blood,PH230600341028," $2,611,139 "," 562,094 ",,Safety LOK (Safety Wingset)
MED,MMS,IV Solutions,IV Fluids,IV Fluids - FreeFlex,Lactated Ringers,PH230100041096," $1,142,148 "," 549,727 ",,ChloraPrep
MED,MDS,IV Access,IVA Connectors - Other,IVA Connectors - Sendal Needle-free,Sendal Needle-free,PH230100041121," $439,472 "," 533,440 ",,Vacutainer tubes
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,All Other Radiology Products,PH210700041287," $519,051 "," 527,150 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,Full,PH241020041043," $58,306,239 "," 525,370 ",,Hypak for Antico
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - NEEDLE ONLY,Needle,PH210230041165," $124,159 "," 524,650 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Infectious Waste Collectors,XL \ Large Sharps Collectors,PH210240041391," $9,328,019 "," 515,991 ",,Purewick canister & tubing
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Non-Chemo,Radiology,PH230100041205," $215,712 "," 513,100 ",,Vacutainer tubes
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Syringe Adapter,PH230600141138," $2,025,272 "," 512,380 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Primary Admin-15mcrn,PH230600141136," $1,988,416 "," 507,320 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,BD Recycleen,Patient Room Products,PH210240041377," $2,449,566 "," 492,010 ",,Purewick canister & tubing
MED,PS,SAIS,Device,Pen II,All,PH210320041131," $16,176,609 "," 491,000 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Other Anesthesia Products,Sterile Disp Cath Adap/Connector,PH210700041336," $403,842 "," 478,500 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,PIVO,PIVO - 20G,PH210400041271," $2,685,527 "," 471,600 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Specialty Syringes,LOR Syringe-BNS,PH210700041344," $865,175 "," 465,000 ",,Plastipak
MED,MDS,ISD OEM,IVA OEM,IVA OEM Others,Temp Management,PH230100041091," $49,076 "," 447,728 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,Basic,PH241020041014," $30,572,100 "," 444,959 ",,Hypak for Antico
MED,MDS,Vascular Prep,IV Kits,PIV Start Kits,StatLock IV Start Kit,PH230205241502," $2,106,846 "," 439,151 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,1cc 2 Needles - Hypodermic,PH210230041016," $1,742,672 "," 437,254 ",,Plastipak
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 3mL,ChloraPrep 3mL,PH230205241457," $(1,690,097)"," 420,800 ",,ChloraPrep
MED,MDS,IV Access,IVA NeutraClear,IVA Extension Sets - NeutraClear,NeutraClear,PH230100041127," $584,773 "," 411,715 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Oncology,PH230600341049," $3,111,684 "," 401,990 ",,Safety LOK (Safety Wingset)
MED,MDS,ISD OEM,GSD OEM,GSD OEM Others,Other IV Access OEM,PH230100041088," $705,700 "," 399,654 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Glass Container,Neopak,SCF Needle RNS XtraFlow,PH210310041148," $1,324,509 "," 398,200 ",,Neopak
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GP LVP Sets,Oncology,PH230600341031," $2,679,035 "," 398,020 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC Other,PICC Accessories,Micro-EZ,PH241020041269," $11,458,164 "," 397,259 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,Spinal Trays,PH210700041316," $7,018,621 "," 395,100 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,EXT Kit/Set,EXT Basic,PH210400041258," $1,158,438 "," 389,000 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Basic_NXT,PH241020041077," $43,771,600 "," 386,957 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Ball Valve,PH230600141127," $2,062,460 "," 364,220 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Disposables,Standalone Probe Cover Kits,Standalone Probe Cover Kits,PH241030041005," $2,694,621 "," 360,710 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Stopper,Stopper High Tier,BSCF/BCF/BCA  PremiumCoat,PH210310041149," $474,103 "," 352,800 ",,Vacutainer tubes
MED,MDS,IV Access,IVA Accessories,IVA Accessories - Other Accessories,Filters,PH230600341030," $761,608 "," 351,100 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II LE with Max Zero,INTIMA II,PH210400041260," $718,616 "," 344,400 ",,Safety LOK (Safety Wingset)
MED,PS,PS Safety,Others,Operating expenses Safety,Operating expenses Safety,PH210330041173," $221,870 "," 341,347 ","BU confirms, accounting term",
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Smallbore Extension Sets,PH230100041016," $277,022 "," 339,900 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,Insyte Arterial,Insyte Arterial,PH210400041277," $3,930,663 "," 334,520 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Insyte W Vialon-E,PH210400041192," $157,578 "," 322,900 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_PAK,PH231040041038," $3,778,200 "," 322,414 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_PAK,PH231040041036," $4,015,144 "," 312,050 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_PAK,PH231040041039," $4,130,408 "," 311,162 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Securement,Statlock - CVC,Statlock CV Bulk Nonsterile,PH230205241496," $1,351,393 "," 311,000 ",,Veritor assays
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_Non-specialty,PH241020041007," $42,379,198 "," 310,747 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,Epidural,PH230600441100," $2,592,318 "," 308,326 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Specialty Syringes,LOR Syringe-SSU,PH210700041345," $970,737 "," 303,976 ",,Plastipak
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_PAK,PH231040041037," $3,490,298 "," 303,599 ",,Safety LOK (Safety Wingset)
MED,MDS,ISD OEM,IVA OEM,IVA OEM Components,Extension Sets,PH230100041083," $442,713 "," 277,000 ",,Vacutainer tubes
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 1.5mL,"CHP-IPA, No Tint",PH230205241454," $240,130 "," 263,225 ",,ChloraPrep
MED,MDS,Advanced Access Devices,PICC,PowerPICC,IR_Non-specialty,PH241020041093," $23,856,504 "," 255,537 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,ISO Plastic Syringes (1-60 mL),ISO Plastic Syringes (1-60 mL),PH210700041349," $135,801 "," 254,266 ",,Plastipak
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Epidural Needles,Tuohy - SSU,PH210700041281," $1,031,555 "," 254,194 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 1mL,ChloraPrep 1mL,PH230205241455," $(1,139,199)"," 248,160 ",,ChloraPrep
MED,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Specialty Non-Chemo,General,PH230110041005," $380,535 "," 247,450 ",,Vacutainer tubes
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep FREPP,ChloraPrep FREPP,PH230205241460," $(790,197)"," 247,000 ",,ChloraPrep
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Spinal Needles,Non-Sterile Disp Whitacre,PH210700041304," $998,703 "," 246,701 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,RCRA Waste Collectors,XL \ Large Sharps Collectors,PH210240041400," $3,004,000 "," 239,100 ",,Purewick canister & tubing
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Kits and Sets,Perisafe Epi Mini Kits,PH210700041299," $2,516,341 "," 236,018 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,ISO Spinal Needles,ISO Spinal Needles,PH210700041348," $331,897 "," 233,070 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,PCA,PH230600441132," $1,601,732 "," 227,241 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Kits and Sets,CSE Needle Sets,PH210700041295," $1,636,935 "," 224,935 ",,Safety LOK (Safety Wingset)
MED,MDS,ISD OEM,GSD OEM,GSD OEM Others,5700R-OEM LATEX-FREE INJECTION PORT,PH230100041087," $17,600 "," 220,000 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Trialysis,PH241020041315," $38,797,287 "," 219,839 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,PIVO,PIVO - 22G,PH210400041272," $1,333,006 "," 212,800 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,Q2 Kit/Set,Q2 Kit W/NFC,PH210400041269," $1,018,470 "," 212,600 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Pharmaceutical Waste Collectors,XL \ Large Sharps Collectors,PH210240041396," $2,956,917 "," 205,518 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,IR_Non-specialty,PH241020041096," $19,410,299 "," 201,476 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Non-Chemo,Urology/Irrigation,PH230100041206," $371,271 "," 200,650 ",,Vacutainer tubes
MED,MDS,Hazardous Drug Solutions,Optima Pharmacy Solutions,Optima Other Pharmacy Solutions,Optima Other Pharmacy Solutions,PH212600041375," $262,372 "," 196,900 ",,Purewick canister & tubing
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Insyte Catheters,Insyte Specials,PH210400041210," $528,000 "," 192,000 ",,Safety LOK (Safety Wingset)
MED,MDS,ISD OEM,IVA OEM,IVA OEM Connectors,NeutraClear,PH230100041172," $110,357 "," 192,000 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GP LVP Sets,Burette,PH230600341029," $1,030,425 "," 191,763 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_APPAS,PH241020041118," $3,923,786 "," 186,620 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Kits and Sets,Combined,PH210700041294," $2,629,235 "," 177,641 ",,Safety LOK (Safety Wingset)
MED,MMS,IV Solutions,IV Fluids,IV Fluids - FreeFlex,Dextrose,PH230100041094," $312,111 "," 170,750 ",,ChloraPrep
MED,MDS,Vascular Prep,Securement,Statlock - Other,Statlock - Arterial,PH230205241491," $800,525 "," 167,805 ",,Veritor assays
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3cc Syringes With Needle - Hypodermic,PH210230041021," $14,840 "," 164,000 ",,Plastipak
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Service Parts,PH230600341092," $8,094,361 "," 163,138 ","BU confirms, accounting term",
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Pharmaceutical Waste Collectors,Patient Room Products,PH210240041394," $580,286 "," 162,218 ",,Purewick canister & tubing
MED,MMS,CME,Service,CME Service,Service Parts,PH230600441117," $4,761,568 "," 159,653 ","BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_APPAS,PH231040041034," $3,260,820 "," 157,220 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,CME LVP Sets,PH230600441118," $92,821 "," 153,500 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus VP LVP Sets,Oncology,PH230600341060," $1,023,608 "," 141,800 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,BasicCE,PH241020041110," $5,652,298 "," 135,168 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Infectious Waste Collectors,Other Sharps Collectors,PH210240041388," $399,501 "," 131,663 ",,Purewick canister & tubing
MED,MMS,Alaris System,Service,Alaris System Service Parts,Medley,PH230600141198," $8,645,990 "," 131,484 ","BU confirms, accounting term",
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Microbore Extension Set,PH230100041007," $159,340 "," 130,060 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,Max Barrier,PH241020041017," $17,598,151 "," 124,986 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hypak for Biotech,SCF Luer PRTC,PH210310041134," $109,019 "," 124,500 ",,Veritor assays
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Basic_Non-specialty,PH241020041292," $16,345,355 "," 122,128 ",,Safety LOK (Safety Wingset)
MED,PS,PS Safety,Component,Ultrasafe,Plus Passive Plunger Rod,PH210330041155," $159,437 "," 120,960 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Infusion Products,PH230600141197," $2,145,986 "," 119,295 ","BU confirms, accounting term",
MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - COMBOS,5ml,PH210230041184," $50,396 "," 119,200 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Chemotherapy Waste Collectors,Multi-use One Piece,PH210240041381," $1,016,011 "," 118,687 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Full_Non-specialty,PH241020041297," $19,923,629 "," 117,852 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Epidural Needles,Weiss - SSU,PH210700041282," $718,743 "," 117,408 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GP LVP Sets,Filters,PH230600341059," $803,359 "," 114,704 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,BD Recycleen,Multi-use Nestable,PH210240041375," $584,889 "," 114,276 ",,Purewick canister & tubing
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Epidural Needles,Non-sterile Epidural,PH210700041280," $327,378 "," 112,800 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,MB+,PH241020041055," $20,113,846 "," 112,638 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max_Non-specialty,PH241020041305," $24,518,081 "," 111,859 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max_Non-specialty,PH241020041287," $22,214,794 "," 108,276 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Specialty Syringes,Components/all others,PH210700041342," $136,799 "," 108,000 ",,Plastipak
MED,MDS,Advanced Access Devices,PICC,PowerPICC,CK_Non-specialty,PH241020041276," $16,202,043 "," 104,446 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Bifuse Extension Sets,PH230100041004," $188,875 "," 100,100 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus VP LVP Sets,Filters,PH230600341037," $778,180 "," 98,315 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC Other,Introducers-Safety,SecureLoc,PH241020041011," $508,028 "," 95,025 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Max+_Non-specialty,PH241020041100," $27,183,255 "," 94,929 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Cathena,Cathena - Neoflon Pro Safety,PH210400041276," $108,460 "," 92,190 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,Custom,PH241020041015," $9,126,751 "," 91,876 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Care,Flush Devices -Conventional,PosiFlush Safescrub,Posiflush - SafeScrub,PH210210041451," $58,125 "," 88,800 ",,Plastipak
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus VP LVP Sets,Burette,PH230600341058," $766,977 "," 88,563 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Insyte N Vialon-E,PH210400041206," $56,767 "," 87,800 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Service Parts,PH230600141208," $178,845 "," 86,969 ","BU confirms, accounting term",
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,SYR TIP CONNECTOR,PH210230041106," $147,501 "," 86,200 ",,Plastipak
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus VP LVP Sets,Blood,PH230600341057," $574,963 "," 85,358 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Others,Other,Other,PH210310041000," $(6,838,432)"," 83,810 ",,Plastipak
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Max+_Non-specialty,PH241020041060," $22,846,244 "," 83,262 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Securement,Statlock - IV,IV Valve/Extension Set Kits,PH230205241485," $199,447 "," 82,225 ",,Veritor assays
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,BD Recycleen,XL \ Large Sharps Collectors,PH210240041378," $383,938 "," 81,896 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Full_Non-specialty,PH241020041284," $10,989,562 "," 81,296 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,Huber Plus_Standalone,PH231040041024," $239,581 "," 78,231 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Advanced Non-ARD,General,PH230110041003," $51,654 "," 76,400 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC Other,Introducers,Introducers,PH241020041261," $2,887,261 "," 73,657 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,TPN,PH230600441131," $717,626 "," 72,068 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GW LVP Sets,Oncology,PH230600341038," $474,003 "," 69,960 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Basic_Non-specialty,PH241020041076," $6,400,101 "," 68,691 ",,Safety LOK (Safety Wingset)
MED,MDS,Hazardous Drug Solutions,Texium Systems,Texium Accessories,ACCESSORIES,PH230600141155," $101,069 "," 68,100 ",,Purewick canister & tubing
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Primary Admin,PH230600141153," $409,410 "," 67,690 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,Basic,PH241020041047," $4,398,101 "," 66,708 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Sideport Extension Sets,PH230100041014," $171,273 "," 66,700 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GW LVP Sets,Blood,PH230600341035," $283,218 "," 64,380 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Trifuse Extension Sets,PH230100041022," $140,761 "," 64,310 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,Sentrinex_Standalone,PH231040041035," $378,024 "," 64,000 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Accessories,GSD Accessories - Specialty Non-Chemo,Respiratory,PH230100041181," $101,381 "," 63,720 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,Needle Hub Cutter,Hub Cutter MLNG,PH210230041124," $242,820 "," 61,859 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max+_Non-specialty,PH241020041341," $15,212,860 "," 60,563 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,Max Barrier,PH241020041054," $9,519,817 "," 60,201 ",,Safety LOK (Safety Wingset)
