,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11 (USE)
67,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121350,Tubes - Hematology,PH210900131900,PT EDTA,PH210900141075,EDTA PLASTIC HEMO,PH210900151075,EDTA PLASTIC HEMO,367839,TUBE EDTA PLH 13X75 4.0 BLBLCE LAV,367839-TUBE EDTA PLH 13X75 4.0 BLBLCE LAV,SM-367839,"$6,628,187 ","92,925,400",,Vacutainer tubes
68,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121300,Tubes - Coagulation,PH210900131850,PT Citrate,PH210900141071,CITRATE PLASTIC HEMO,PH210900151071,CITRATE PLASTIC HEMO,363048,TUBE CIT PLH 13X75 2.7 PLBL CE L/BL .109,363048-TUBE CIT PLH 13X75 2.7 PLBL CE L/BL .109,SM-363048,"$8,632,768 ","92,560,684",,Vacutainer tubes
69,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031012,Emerald - SYRINGES ONLY,PH210230041080,2ml Syringes Only,PH210230051146,2ml Syringes Only,307727,SYRINGE 2ML LS EMERALD,307727-SYRINGE 2ML LS EMERALD,MDS-307727,"$3,009,841 ","92,001,100",,Plastipak
70,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132200,PT Serum,PH210900141100,SERUM PLASTIC HEMO,PH210900151101,SERUM PLASTIC HEMO,367815,Tube PLN PLH 13X100mm 6.0ml PLBL RD,367815-Tube PLN PLH 13X100mm 6.0ml PLBL RD,SM-367815,"$7,431,979 ","89,987,715",,Vacutainer tubes
71,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021002,Resuse Prevention Hypodermic Products,PH210230031025,SoloShot Mini Syringes,PH210230041133,Soloshot MINI IX,PH210230051251,Soloshot MINI IX,303094,SYRINGE 0.5ML 23X1 SOLOSHOT MINI 200 SC,303094-SYRINGE 0.5ML 23X1 SOLOSHOT MINI 200 SC,MDS-303094,"$4,094,690 ","89,866,800",,Plastipak
72,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132250,PT SST,PH210900141103,SST II PLASTIC HEMO,PH210900151104,SST II PLASTIC HEMO,367954,TUBE SST II PLH 13X100 5.0 BLBL CE GLD,367954-TUBE SST II PLH 13X100 5.0 BLBL CE GLD,SM-367954,"$10,509,590 ","88,933,000",,Vacutainer tubes
73,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032500,Hypak for Antico,PH210310041132,SCF Needle RNS,PH210310051335,1mlL,47380426,HYPAK SCF1MLL 27GA1/2IN-5B RNS4800,47380426-HYPAK SCF1MLL 27GA1/2IN-5B RNS4800,PS-47380426,"$16,212,983 ","86,791,479",,Hypak for Antico
74,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041210,Syringe Only,PH210230051098,60ml,309653,SYRINGE 60ML LL TIP 1ML 2 OZ IN 1/4 OZ,309653-SYRINGE 60ML LL TIP 1ML 2 OZ IN 1/4 OZ,MDS-309653,"$38,597,251 ","84,445,641",,Plastipak
75,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034300,Preventis,PH210330041159,Bulk Plunger Rod,PH210330051359,0.5ml,47524508,PREVENTIS PR0.5ML PP PMS YELLOW C,47524508-PREVENTIS PR0.5ML PP PMS YELLOW C,PS-47524508,"$797,113 ","83,528,740",,Safety wingset
76,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421950,Wingsets,PH210900434950,Safety Wingset SLBCS,PH210900441273,SLBCS,PH210900451296,SLBCS W/LUER 7IN,367282,WINGSET SLBCS 21X.75 7LUER CE,367282-WINGSET SLBCS 21X.75 7LUER CE,SM-367282,"$28,057,874 ","80,581,950",,Safety Wingset
77,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041067,Large Bore Needles,PH210230051129,SHORT LENGTH,305195,NEEDLE 18X1 RB,305195-NEEDLE 18X1 RB,MDS-305195,"$3,947,471 ","80,176,592",,Plastipak
78,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310033000,Stopper High Tier,PH210310041115,BSCF/BCF/BCA,PH210310051290,1mlL,47375910,HYPAK BSCF1MLL 4023FLUROTEC EV LID PP,47375910-HYPAK BSCF1MLL 4023FLUROTEC EV LID PP,PS-47375910,"$14,146,462 ","79,578,000",,Vacutainer tubes
79,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051087,50ml,300865,SYRINGE 50ML LL,300865-SYRINGE 50ML LL,MDS-300865,"$23,511,725 ","79,211,272",,Plastipak
80,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031001,2-Piece Conventional - SYRINGE ONLY,PH210230041008,20ml Syringe,PH210230051008,20ml Syringe,300296,SYRINGE S2 20ML,300296-SYRINGE S2 20ML,MDS-300296,"$5,506,616 ","77,483,281",,Plastipak
81,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031012,Emerald - SYRINGES ONLY,PH210230041082,5ml Syringes Only,PH210230051148,5ml Syringes Only,307731,SYRINGE 5ML LS EMERALD,307731-SYRINGE 5ML LS EMERALD,MDS-307731,"$3,229,760 ","75,565,400",,Plastipak
82,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132250,PT SST,PH210900141103,SST II PLASTIC HEMO,PH210900151104,SST II PLASTIC HEMO,367953,TUBE SST II PLH 16X100 8.5 PLBL CE GLD,367953-TUBE SST II PLH 16X100 8.5 PLBL CE GLD,SM-367953,"$9,178,941 ","75,554,020",,Vacutainer tubes
83,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121350,Tubes - Hematology,PH210900131900,PT EDTA,PH210900141075,EDTA PLASTIC HEMO,PH210900151075,EDTA PLASTIC HEMO,368171,TUBE EDTA PLH 13X75 4.0 PLBL LAV,368171-TUBE EDTA PLH 13X75 4.0 PLBL LAV,SM-368171,"$7,090,243 ","75,485,202",,Vacutainer tubes
84,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041053,Bulk Backstop,PH210310051117,1-3ml,47094906,BACKSTOP1-3ML PP CLEAR,47094906-BACKSTOP1-3ML PP CLEAR,PS-47094906,"$3,384,393 ","74,859,580",,Vacutainer tubes
85,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132250,PT SST,PH210900141105,SST PLASTIC HEMO,PH210900151106,SST PLASTIC HEMO,360060,TUBE SST PLH 13X100 5.0 PLBL GOLD BR,360060-TUBE SST PLH 13X100 5.0 PLBL GOLD BR,SM-360060,"$7,222,739 ","74,856,151",,Vacutainer tubes
86,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031027,Blunt Fill Needle / Combo,PH210230041142,BFN FILTER LARGEBORE,PH210230051260,BFN FILTER LONG LNTH,305211,NEEDLE FILTER BLUNT FILL 18X1-1/2,305211-NEEDLE FILTER BLUNT FILL 18X1-1/2,MDS-305211,"$18,441,995 ","73,994,014",,Safety Wingset
87,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041068,Small Bore Needles,PH210230051132,SHORT LENGTH,302805,NEEDLE 24X1IN TW INDIA,302805-NEEDLE 24X1IN TW INDIA,MDS-302805,"$1,195,114 ","73,581,600",,Plastipak
88,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310033000,Stopper High Tier,PH210310041116,TSCF/TCF,PH210310051291,1mlL,47280110,HYPAK TSCF1MLL 4023/50 FLUROTEC EV LID,47280110-HYPAK TSCF1MLL 4023/50 FLUROTEC EV LID,PS-47280110,"$20,914,286 ","72,566,000",,Vacutainer tubes
89,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031011,Emerald - COMBOS,PH210230041074,2ml Syringes w/Ndl,PH210230051140,2ml Syringes w/Ndl,307749,SYRINGE 2ML LS 24X1 AN EMERALD INDIA,307749-SYRINGE 2ML LS 24X1 AN EMERALD INDIA,MDS-307749,"$2,504,167 ","72,479,800",,Plastipak
90,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032750,Hypak for Biotech,PH210310041099,SCF Needle,PH210310051222,1mlL,47577426,HYPAKSCF1MLL27G1/2-5BSTWFM30LWEBLTPPPPPL,47577426-HYPAKSCF1MLL27G1/2-5BSTWFM30LWEBLTPPPPPL,PS-47577426,"$48,238,721 ","72,386,720",,Hypak for Vaccine
91,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032900,Stopper Low Tier,PH210310041107,BSCF/BCF/BCA,PH210310051250,0.5ml,47196910,HYPAK BSCF0.5ML PH701/50CBLK SI1000 LOWR,47196910-HYPAK BSCF0.5ML PH701/50CBLK SI1000 LOWR,PS-47196910,"$1,711,089 ","72,217,395",,Vacutainer tubes
92,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121300,Tubes - Coagulation,PH210900131850,PT Citrate,PH210900141071,CITRATE PLASTIC HEMO,PH210900151071,CITRATE PLASTIC HEMO,363095,TUBE CIT PLH 13X75 2.7 BLBL CE L/BL .109,363095-TUBE CIT PLH 13X75 2.7 BLBL CE L/BL .109,SM-363095,"$7,000,462 ","72,167,488",,Vacutainer tubes
93,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021100,Plastic Container,PH210310031850,Uniject,PH210310041035,SCF Needle,PH210310051070,1ml,47290187,UNIJECT1ML 23GA3/8IN TW,47290187-UNIJECT1ML 23GA3/8IN TW,PS-47290187,"$13,895,225 ","70,504,578",,Vacutainer tubes
94,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301200,IPD OEM,PH230120021002,IVA OEM,PH230100031032,IVA OEM Components,PH230100041084,KippMed,PH230100051084,KippMed,1057-292-024,ML PROT BREATHER CAP PUSH ON,1057-292-024-ML PROT BREATHER CAP PUSH ON,MDS-1057-292-024,"$627,575 ","69,540,000",,Plastipak
95,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132000,PT Heparin,PH210900141082,HEPARIN PLASTIC HEMO,PH210900151083,HEPARIN PLASTIC HEMO,367884,TUBE LIHEP PLH 13X75 4.0 PLBL GN,367884-TUBE LIHEP PLH 13X75 4.0 PLBL GN,SM-367884,"$8,136,264 ","69,192,389",,Vacutainer tubes
96,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421650,Devices,PH210900433700,Blood Transfer Device,PH210900441214,BTD,PH210900451227,BTD,36488000,BLOOD TRANSFER DEVICE,36488000-BLOOD TRANSFER DEVICE,SM-36488000,"$28,442,374 ","69,135,462",,Safety Wingset
97,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031011,Emerald - COMBOS,PH210230041076,5ml Syringes w/Ndl,PH210230051142,5ml Syringes w/Ndl,307757,SYRINGE 5ML LS 24X1 AN BAWAL,307757-SYRINGE 5ML LS 24X1 AN BAWAL,MDS-307757,"$2,841,267 ","68,620,400",,Plastipak
98,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031002,3pc Conventional - COMBOS,PH210230041029,Syringe with Needle,PH210230051046,3ml,309575,SYRINGE 3ML LL W/NDL 21X1 RB,309575-SYRINGE 3ML LL W/NDL 21X1 RB,MDS-309575,"$6,618,168 ","67,947,404",,Plastipak
99,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102100,Flush & Caps,PH210210021019,Prefilled Flush Devices -Conventional,PH210210031111,Saline Flush Devices SP,PH210210041428,Posiflush - Colubmus - US,PH210210051655,10ml,306592,SYRINGE 10ML SALINE FILL CAN SP,306592-SYRINGE 10ML SALINE FILL CAN SP,MDS-306592,"$16,503,587 ","67,512,000",,Plastipak
100,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041210,Syringe Only,PH210230051095,30ml,302832,SYRINGE 30ML LL S/C 56,302832-SYRINGE 30ML LL S/C 56,MDS-302832,"$20,537,441 ","67,467,956",,Plastipak
101,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041067,Large Bore Needles,PH210230051125,DISP NDLE REG BEV TW,300017,NEEDLE PRECISIONGLIDE 40MM 12DMM S/SU,300017-NEEDLE PRECISIONGLIDE 40MM 12DMM S/SU,MDS-300017,"$1,604,598 ","67,011,901",,Plastipak
102,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041049,Syringe Only,PH210230051090,10ml,301029,SYRINGE 10ML LL BNS,301029-SYRINGE 10ML LL BNS,MDS-301029,"$6,742,272 ","66,925,303",,Plastipak
103,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051109,1mlL,47524308,HYPAK PR1MLL PP YELLOW PMS123C,47524308-HYPAK PR1MLL PP YELLOW PMS123C,PS-47524308,"$611,473 ","66,057,570",,Vacutainer tubes
104,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032950,Stopper Mid Tier,PH210310041112,TSCF/TCF,PH210310051286,1-3ml,47411119,HYPAK TSCF1-3ML FM457/0 SI1000 EV 12-25,47411119-HYPAK TSCF1-3ML FM457/0 SI1000 EV 12-25,PS-47411119,"$3,569,116 ","65,340,000",,Vacutainer tubes
105,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310033000,Stopper High Tier,PH210310041116,TSCF/TCF,PH210310051292,1-3ml,47386110,HYPAK TSCF1-3ML 6901 SI1000 EV LID,47386110-HYPAK TSCF1-3ML 6901 SI1000 EV LID,PS-47386110,"$3,153,737 ","64,800,000",,Vacutainer tubes
106,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121350,Tubes - Hematology,PH210900131900,PT EDTA,PH210900141075,EDTA PLASTIC HEMO,PH210900151075,EDTA PLASTIC HEMO,360057,TUBE K2EDTA PLH 13X75 4.0 PLBL LAV BR,360057-TUBE K2EDTA PLH 13X75 4.0 PLBL LAV BR,SM-360057,"$4,081,105 ","64,440,250",,Vacutainer tubes
107,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051109,1mlL,47404508,HYPAK PR1MLL PSTYR CRISTAL,47404508-HYPAK PR1MLL PSTYR CRISTAL,PS-47404508,"$1,135,635 ","64,035,000",,Vacutainer tubes
108,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041068,Small Bore Needles,PH210230051131,LONG LENGTH,304432,NEEDLE 21GA 1-1/2IN,304432-NEEDLE 21GA 1-1/2IN,MDS-304432,"$1,520,465 ","63,875,180",,Plastipak
109,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032950,Stopper Mid Tier,PH210310041111,BSCF/BCF/BCA,PH210310051279,1-3ml,47198410,HYPAK BSCF1-3ML FM457/0GR SI1000 EV LID,47198410-HYPAK BSCF1-3ML FM457/0GR SI1000 EV LID,PS-47198410,"$4,550,980 ","63,712,601",,Vacutainer tubes
110,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051084,20ml,300629,SYRINGE 20ML LL 120/PKG,300629-SYRINGE 20ML LL 120/PKG,MDS-300629,"$11,533,420 ","63,126,840",,Plastipak
111,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031039,SafetyGlide - NEEDLES ONLY,PH210230041191,SafetyGlide Needles,PH210230051326,SHORT LENGTH,305916,NEEDLE SFTYGLD 25X1 RB,305916-NEEDLE SFTYGLD 25X1 RB,MDS-305916,"$12,613,592 ","62,498,641",,Safety Wingset
112,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032400,Hypak for Vaccine,PH210310041136,SCF Luer EZGTC,PH210310051341,1.5ml,47340226,HYPAK SCF1.5ML LLA EZGTC7025 DHB PP PPL,47340226-HYPAK SCF1.5ML LLA EZGTC7025 DHB PP PPL,PS-47340226,"$23,971,103 ","61,510,300",,Hypak for Vaccine
113,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421850,Needles,PH210900434450,Conventional Needles,PH210900441248,NEEDLES CONVENTIONAL,PH210900451263,NEEDLES CONV,360210,NEEDLE CNV 22X1 MLTSMP CE,360210-NEEDLE CNV 22X1 MLTSMP CE,SM-360210,"$3,646,313 ","60,413,131",,Safety Wingset
114,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032950,Stopper Mid Tier,PH210310041112,TSCF/TCF,PH210310051285,1mlL,47274610,HYPAK TSCF1MLL 4023/50G FLUROTEC EV LID,47274610-HYPAK TSCF1MLL 4023/50G FLUROTEC EV LID,PS-47274610,"$12,664,220 ","60,228,000",,Vacutainer tubes
115,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102100,Flush & Caps,PH210210021019,Prefilled Flush Devices -Conventional,PH210210031112,Saline Flush Devices XS,PH210210041434,BD Posiflush XS - Drogheda,PH210210051665,10ml,306572,SYRINGE 10ML SALINE XS,306572-SYRINGE 10ML SALINE XS,MDS-306572,"$31,331,473 ","59,872,237",,Plastipak
116,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041049,Syringe Only,PH210230051096,3ml,301073,SYRINGE 3ML LL BNS,301073-SYRINGE 3ML LL BNS,MDS-301073,"$3,615,160 ","59,785,600",,Plastipak
117,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121350,Tubes - Hematology,PH210900131900,PT EDTA,PH210900141075,EDTA PLASTIC HEMO,PH210900151075,EDTA PLASTIC HEMO,368857,TUBE K3EDTA PLH 13X75 3.0 BLBL LAV CE,368857-TUBE K3EDTA PLH 13X75 3.0 BLBL LAV CE,SM-368857,"$4,191,552 ","59,754,788",,Vacutainer tubes
118,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032400,Hypak for Vaccine,PH210310041137,SCF Luer PRTC,PH210310051345,1ml,47339330,HYPAK SCF1ML RF PRTCW7025/65 EBPPPPL HFV,47339330-HYPAK SCF1ML RF PRTCW7025/65 EBPPPPL HFV,PS-47339330,"$27,101,486 ","58,793,600",,Hypak for Vaccine
119,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032900,Stopper Low Tier,PH210310041107,BSCF/BCF/BCA,PH210310051254,1mlL,47279410,HYPAK BSCF1MLL PH701/50CBL AVENTIS LID,47279410-HYPAK BSCF1MLL PH701/50CBL AVENTIS LID,PS-47279410,"$1,431,205 ","58,572,000",,Vacutainer tubes
120,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301200,IPD OEM,PH230120021002,IVA OEM,PH230100031032,IVA OEM Components,PH230100041084,KippMed,PH230100051084,KippMed,1102-173-004,MALE LL ADAPTOR,1102-173-004-MALE LL ADAPTOR,MDS-1102-173-004,"$1,707,000 ","58,200,000",,Plastipak
121,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102100,Flush & Caps,PH210210021019,Prefilled Flush Devices -Conventional,PH210210031111,Saline Flush Devices SP,PH210210041429,Posiflush SP - Columbus - CE,PH210210051658,CE SALINE,306594,SYRINGE 5ML SALINE FILL CHINA SP,306594-SYRINGE 5ML SALINE FILL CHINA SP,MDS-306594,"$18,368,624 ","57,989,760",,Plastipak
122,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032950,Stopper Mid Tier,PH210310041111,BSCF/BCF/BCA,PH210310051279,1-3ml,47131919,HYPAK BSCF1-3ML FM257/2GR SI1000 WWD PPL,47131919-HYPAK BSCF1-3ML FM257/2GR SI1000 WWD PPL,PS-47131919,"$2,574,480 ","57,932,365",,Vacutainer tubes
123,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031029,Eclipse - NEEDLES ONLY,PH210230041156,SMALL BORE NEEDLE,PH210230051278,SHORT LENGTH,305761,NEEDLE ECLIPSE 25X1 RB,305761-NEEDLE ECLIPSE 25X1 RB,MDS-305761,"$8,285,623 ","57,798,527",,Safety Wingset
124,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421950,Wingsets,PH210900434850,Safety Wingset PBBCS UltraTouch,PH210900441268,PBBCS UltraTouch,PH210900451288,PBBCS UltraTouch,367364,WINGSET PBBCS UTW PP 23X.75 12 LUER,367364-WINGSET PBBCS UTW PP 23X.75 12 LUER,SM-367364,"$69,283,889 ","57,770,900",,Safety Wingset
125,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435450,Blood Culture Reagents,PH211100441225,BACTEC Plus,PH211100451387,BACTEC Plus,442023,Bottle Plastic Bactec Plus Aerob/F 50/Pk,442023-Bottle Plastic Bactec Plus Aerob/F 50/Pk,DS-442023,"$155,530,935 ","57,187,233",,BACTEC vials
